luc_class,region,rock_type,soil,slope,erosion,vegetation
8e 6,GEC,Sm+Mb+Us,@NZSC,G,1Ss,refer gecveg
6e 5,WKO,Gw,KwH,E,1Ss,P 2 m 4
6e 1,GEC,Mo/Sm,@NZSC,D    +E,1Ss,refer gecveg
2e 1,GEC,Mo,@NZSC,B,0,refer gecveg
7e11,SHW,Ar,120,F,1W,M 1 M 8 p 2
6e 3,GEC,Mo/Us+Mo/Sm,@NZSC,E    +F,1Ss1G,refer gecveg
6e 1,GEC,Mo/Sm,@NZSC,D    +E,1Sh,refer gecveg
6e 7,WKO,Mm+Mj+Sm,RwH,E    +F,1Ss,P 1
6e 1,GEC,Mo/Vo,@NZSC,D    +E,1Sh,refer gecveg
4e 1,BOP,Mo/Us,55b,C /D,0,P 1 l 2
8e 3,BOP,(Mo)/Vo,AS,G,1Da,N3a m 6
2e 1,GEC,Mo,@NZSC,A    +C,0,refer gecveg
2s 1,WKO,Us,TP,A,0,P 1
2e 1,GEC,Mo,@NZSC,A,0,refer gecveg
3w 1,BOP,Tp,2,A,0,P 1 h 2
6e13,WKO,Gw,KwH,E    +F,1Ss1Sh,P 2 P 1
2s 2,TMU,Al/Gr,To,A    +B,0,P 1
3e 3,WKO,Mo,MvR,C,0,P 1
2s 2,TMU,Lo,Ma,B    +A,0,P 1
8e 5,GEC,Vo,@NZSC,G    +F,2Ss,refer gecveg
2s 2,TMU,Lo,Ma,A,0,P 1
4w 1,GEC,Al+Me,@NZSC,A,3D,refer gecveg
2e 3,WKO,Mo,Kw,B,0,P 1
2s 2,TMU,Lo,12,A    +B,0,P 1
8e 8,SHW,(Mo)/Gw,47A,D,2Sh2W,M 5 N 8
6e 2,WKO,(Mo)/Mj,Nk,D    +E,1Sh1Ss,P 1
4e 6,NLD,Ar',TN,C    +D,1T 1Ef,P 1 n3a
2s 2,WKO,Mo/Us,Kw,A,0,P 1
6e16,GEC,(Mo)/Sm,@NZSC,D    +E,0,refer gecveg
7e 1,WKO,Sm,117c,F,2Ss2Sh,P 2 m 6
8e 5,GEC,Vo,@NZSC,G    +H,2Da2Ss,refer gecveg
8e 6,GEC,Sm+Mb+Us,@NZSC,G,1Ss,refer gecveg
6e 3,GEC,Mo/Sm,@NZSC,E    +D,0,refer gecveg
4e 1,GEC,Mo/Us,@NZSC,D,1G,refer gecveg
6e23,GEC,Mo/Gw,@NZSC,E,1Ss,refer gecveg
7e10,NLD,Wb,PN,A    +B,1W,M 3 m 8
6e 1,BOP,Mo/Vo,55bH,E /F,0,M 8 M 6 p 1
7e18,GEC,Mx,@NZSC,C,1Ef,refer gecveg
6e 6,WKO,Gw'+Gw,KuH,E    +F,1Ss1Sh,P 1 m 6
2w 3,WKO,(Pt)/Us,Wt,A,0,P 1 l 1
6e 7,GEC,(Kt)/Mo/Mm,@NZSC,D,0,refer gecveg
6e 9,WKO,Mj,WaH,D    +E,2Ef1Ss,P 1 h 2
3e 1,BOP,Mo/Us,54a,B /C,0,P 1 L 2
3e 1,WKO,Mo/Us,Kw,B    +C,0,P 1 L 1
6e 3,WKO,Gw',KuH,E,1Ss1Sh,P 1
6e 3,WKO,Gw'+Gw,KuH,E,1Ss1Sh,P 1
4e 1,GEC,Mo/Ac,@NZSC,C,1Ef1G,refer gecveg
3w 3,GEC,Al,@NZSC,A    +B,0,refer gecveg
6e 2,BOP,Mo/Us,54 H,E,0,P 1 m 8 m 6
6e 9,WKO,Mj+Mm,RwH,E,1Ef1Ss,P 2 h 2
3w 1,BOP,Pt+Wb,107,A,0,P 1 h 2
7e13,GEC,(Mo)/Vo,@NZSC,F,1Da,refer gecveg
4e 1,BOP,Mo/Vo,55b,C /D,0,P 1 m 8
6e16,GEC,Gr+Ar+Us,@NZSC,E    +F,1Sh1Ss,refer gecveg
2s 2,WKO,Mo/Us,Kw,A,0,P 1
7e13,GEC,Vo,@NZSC,F    +G,2Da2Ss,refer gecveg
2s 1,WKO,Us,48b,A,0,P 1
8e 1,GEC,Gr+Wb,@NZSC,B,2D 2W,refer gecveg
6e 1,GEC,Mo/Sm+Mo/Mm,@NZSC,C    +E,0,refer gecveg
6e 5,WKO,Gw,KwH,E    +F,1Ss,N3a n 5 m 6
7e24,GEC,Ac,@NZSC,E,2G 2Ef2Sb,refer gecveg
6e11,BOP,Mo/Vo,55 H,E,0,cN 5
3e 2,TMU,Mo,67 H,C    +B,0,P 1
2w 3,WKO,Us,Wt,A,0,P 1
6e21,TMU,(Mo)/Mm,66 H,E /F,1Ss,P 2 m 4
3e 1,WKO,Mo,Ke,C,0,P 1
8e 5,GEC,Vo,@NZSC,G    +H,4Da1G,refer gecveg
7e24,GEC,Ac,@NZSC,E,3G 2Ef,refer gecveg
2s 1,BOP,Mo/Us,14a,B,0,P 1
4e 2,WKO,Mo,Nk,D    +C,0,P 1 m 6
4s 1,GEC,Al/Gr+Gr,@NZSC,A,1D,refer gecveg
8e 5,GEC,Vo,@NZSC,G    +H,4Da1G,refer gecveg
8e 5,GEC,(Mo)/Vo,@NZSC,G,1Da,refer gecveg
8e 6,GEC,Sm,@NZSC,H    +G,1Ss1Da,refer gecveg
6e15,WKO,Us,HoH,E,1Ss1Sh,P 2 m 1
6e16,GEC,Gr+Us+Ar,@NZSC,E    +F,1Sh1Ss,refer gecveg
3e 3,WKO,Mo,83,C    +D,0,P 1
4e 5,BOP,Kt/Mo,16b,C,0,cN 5
8e 6,GEC,Sm,@NZSC,H    +G,2Ss2Sh,refer gecveg
3s 1,GEC,Gr+Al/Gr,@NZSC,A,0,refer gecveg
5c 1,BOP,Mo/Vo,54 H,D /E,0,P 1 l 2
2s 1,GEC,Al/Gr,@NZSC,A,0,refer gecveg
6e10,GEC,Mj+Ac,@NZSC,E,2Su1Sb1G,refer gecveg
6e 5,WKO,(Mo)/Gw,WnS,F    +D,1Ss,P 2 m 6 m 8
7e18,GEC,(Mo)/Ac,@NZSC,C    +D,3Ef2G,refer gecveg
6e15,WKO,Us+Mm,HoH,E,1Ss1Sh,P 2 m 1
6e 6,WKO,Gw,44eH,E,1Ss1Sh,P 1 n 5
3e 3,WKO,Mo,Kt,B    +C,0,P 1
4e 3,NLD,Us+Sm,PC,D,1Sh,P 1 m 1
6e 6,BOP,Mo/Us,16aH,F,1Ss,P 1 m 8
7e 8,GEC,Ac+Ar,@NZSC,E    +F,1Ss1Sh,refer gecveg
3w 1,EBP,Al,52,A,0,P 1 n3a
2w 1,GEC,Al/Gr,@NZSC,A,0,refer gecveg
2s 1,BOP,Mo/Us,14a,A    +B,0,P 1
3w 3,GEC,Al,@NZSC,A,1Sb,refer gecveg
8e 6,GEC,Sm+Mm,@NZSC,G,1Ss,refer gecveg
6e 1,GEC,Mo/Sm,@NZSC,D    +E,0,refer gecveg
4e 2,BOP,Mo/Vo,16,C,0,P 1
7e 2,EBP,Gw,124a,F    +G,1Ss,M 6 M 1 p 2
6e 3,WKO,Gw',DG,E,0,P 1 m 6
6e11,BOP,Mo/Vo,55 H,E,0,N3a
8e 6,GEC,Sm+Mm,@NZSC,G    +H,0,refer gecveg
3e 1,GEC,Mo,@NZSC,B    +C,0,refer gecveg
6e13,WKO,Gw,KwH,E    +F,1Ss,N 5 n3a m 1
6e 3,WKO,Mm,WaH,E    +D,1Ss,P 1 m 8
3w 3,GEC,Al/Gr,@NZSC,A /B,0,refer gecveg
8e 6,GEC,Sm+Mm,@NZSC,G    +H,1Da1Ss,refer gecveg
8e 1,GEC,Wb,@NZSC,B,5W,refer gecveg
7e17,GEC,Sm+Mm,@NZSC,F,1Ss,refer gecveg
7e 2,WKO,(Mo)/Gw,122a,F,0,M 6 m 1
3e 2,GEC,Mo,@NZSC,B    +C,0,refer gecveg
3w 1,WKO,Al,98,A,1Sb,P 1 n 8
6e22,GEC,Ac+(Gr),@NZSC,E    +D,1G 1Ss,refer gecveg
6e 6,GEC,(Mo)/Sm+(Mo)/Al,@NZSC,D    +B,1Su,refer gecveg
6e13,GEC,Sm,@NZSC,E,1Sh,refer gecveg
5w 4,SI,Al,91a,A,0,N 6 n 4 p 2 h 1
4e 9,BOP,Mo/Vo,56c,C /D,0,cN 5
6e13,GEC,Sm,@NZSC,E,1Ef,refer gecveg
7e 8,GEC,Ar,@NZSC,E    +F,1Ss,refer gecveg
2s 1,WKO,Us,48,A    +B,0,P 1
3e 3,WKO,Mo,MvR,C,0,P 1
4e 1,WKO,Mo,Du,D,1Ss,P 1
7e13,GEC,Vo,@NZSC,F    +E,1Ss1Da,refer gecveg
3w 3,GEC,Al+(Pt),@NZSC,B,0,refer gecveg
6e15,WKO,Us,HoH,E,1Ss,P 1 m 1 m 6
3e 1,WKO,Mo,Ke,C,0,P 1
6e23,GEC,(Mo)/Gw,@NZSC,F    +E,1Ss1G,refer gecveg
3e 2,GEC,Mo,@NZSC,C    +B,0,refer gecveg
6e13,GEC,Sm+Mm,@NZSC,D,0,refer gecveg
3w 3,GEC,Al,@NZSC,A,1Sb,refer gecveg
6e 2,WKO,Mo/Vo+Gw,MvR,D    +E,1Ss,P 1
4e 2,BOP,Mo/Us,16a,C /D,0,P 1 L 2
7e27,GEC,Wb,@NZSC,B    +C,2W 1Sh,refer gecveg
4e 1,WKO,Mo,Du,C    +D,1Sh,P 1
6e10,GEC,Mj,@NZSC,E    +F,1Ss,refer gecveg
7e13,GEC,(Mo)/Vo,@NZSC,E    +F,1Sh,refer gecveg
7e 4,BOP,Mo/Vo,130a,F    +E,1Ss1G,cN 5 p 2
7e 1,GEC,Mj,@NZSC,F    +E,2Ss1Sh,refer gecveg
7e13,GEC,Vo,@NZSC,F    +G,0,refer gecveg
2s 3,GEC,Mo,@NZSC,A,0,refer gecveg
6e 3,GEC,(Mo)/Sm,@NZSC,E    +F,0,refer gecveg
6e 2,WKO,Mo/Vo,MvR,D    +E,0,P 1
6e 3,GEC,Mo/Sm+Mo/Mj,@NZSC,E    +D,0,refer gecveg
8e 1,GEC,Wb,@NZSC,B,5W,refer gecveg
7e11,GEC,Gw,@NZSC,F    +G,1Ss,refer gecveg
6e23,GEC,Mo/Gw,@NZSC,E    +D,1Su1G,refer gecveg
6e 2,GEC,Mj,@NZSC,D    +E,2Ef1Ss,refer gecveg
6e 1,GEC,Mo/Sm,@NZSC,D,0,refer gecveg
7e 1,GEC,Mj,@NZSC,F    +E,2Ss1Sh,refer gecveg
3e 1,WKO,Mo,KeR,C,0,P 1
7e 1,BOP,(Mo)/Vo,126,F /G,1Ss,M 6 n 6
6e21,GEC,(Mo)/Ac,@NZSC,E    +D,1Ss1G,refer gecveg
6e 5,WKO,Gw,KwH,E    +F,1Ss1Sh,P 2 m 6
7e 2,BOP,Mo/Us,126,F,2Ss1G 1Sh,M 4 n 6 p 2
6e21,GEC,(Mo)/Ac+(Mo)/Vo,@NZSC,C    +D,2Ef1G,refer gecveg
4e 1,WKO,Mo,Du,C    +D,0,M 1 m 8 p 2
8e 6,GEC,Sm+Mm,@NZSC,G    +F,2Ss,refer gecveg
6e21,GEC,(Mo)/Ac+(Mo)/Vo,@NZSC,D,2Ef,refer gecveg
7e 4,BOP,(Mo)/Vo,130a,F,2Ss,P 1 m 8 n 6
6e10,GEC,Mj+Al,@NZSC,D,1Ss,refer gecveg
3e 1,WKO,Mo+Al,Wk,B    +C,0,P 1
3w 1,WKO,Al,98,A,1Sb,P 1 n 8
2w 1,BOP,Tp,107f,A,0,P 2 n 8
7e17,GEC,Sm+Mm,@NZSC,G    +F,1Sh,refer gecveg
6e 4,BOP,Mo/Us,16aH,E    +F,0,M 8 p 1 n 6
4e 1,WKO,Mo,KeR,D,0,P 1
3w 1,BOP,Tp,2,A,0,P 1 h 2
8e 6,GEC,Sm+Mm,@NZSC,G    +F,2Ss,refer gecveg
4w 1,GEC,Al,@NZSC,A,1Sb1D,refer gecveg
7e17,GEC,Sm+Mm,@NZSC,G    +F,1Ss,refer gecveg
2w 3,WKO,Us,pt48b,A,0,P 1
6e 1,WKO,(Mo)/Sm+Us,Du,D    +E,0,P 1
6e 3,WKO,Gw,44eH,E,1Ss,P 1 n 5
6e 2,WKO,Mo/Vo+Gw,MvR,D    +E,0,P 1 n 5
6e10,GEC,Mj,@NZSC,E    +F,2Ef2Ss,refer gecveg
7e 8,GEC,Ar,@NZSC,E    +F,2G 1Ef1Ss,refer gecveg
6e 6,WKO,(Mo)/Gw,44eH,E    +F,2Ss1Sh,P 1 m 4 m 6
6e 2,WKO,Mo/Vo+Gw,MvR,D    +E,1Ss,P 1
6e 4+3e 2,BOP,Mo/Us,16aH,D    +B,1Sh,P 1 m 8 n 6
6e22,GEC,(Mo)/Ac,@NZSC,D,0,refer gecveg
6e 7,NLD,Ar',PXH,D    +E,0,P 1 m 1
7e 8,GEC,Ar,@NZSC,E    +F,2G 1Ef,refer gecveg
4e 1,WKO,Mo,KeR,D,1Ss,P 1
6e23,GEC,Mo/Gw,@NZSC,E,1G,refer gecveg
6e 2,GEC,Mj+Al,@NZSC,C,1G,refer gecveg
7e 1,GEC,Mj,@NZSC,F    +E,1Ss1Ef,refer gecveg
6e10,GEC,Mj,@NZSC,E    +D,1Ss,refer gecveg
4e 1,WKO,Mo,Du,C    +D,0,P 1 p 2
5c 1,BOP,Mo/Vo,55b,D,1Sh,P 1
6e21,GEC,Mo/Ar+Mo/Gw,@NZSC,D,1Ss,refer gecveg
6e10,GEC,Mj,@NZSC,E    +D,1Ef1G 1Ss,refer gecveg
6e10,WKO,Mo/Vo,58 H,E    +F,0,P 1 p 2
6e 1,WKO,Mo/Vo,PeH,E,1Sh1Ss,P 1 m 6 m 4
7e19,GEC,Ac,@NZSC,E,3Ef2G 1Su,refer gecveg
7e17,GEC,Sm+Mm,@NZSC,F    +E,1Ss,refer gecveg
8e 4,GEC,Gw,@NZSC,H    +G,1Da1Sc,refer gecveg
town,BOP,town,town,town,town,town
6e13,WKO,Gw,WnS,F,1Ss1Su,P 2 m 4cn3a
6e23,GEC,(Mo)/Gw,@NZSC,F    +E,1Ss1G,refer gecveg
6e17,WKO,Gw',DG,F,1Ss,N 6 m 1 m 4
7e24,GEC,Ar+Ac,@NZSC,E,2G 2Su1Ef,refer gecveg
7e 4,BOP,Mo/Vo,126,F    +G,2Ss,N3a
7e11,GEC,Gw,@NZSC,F    +E,1Ss,refer gecveg
7e18,GEC,Mx+Ac,@NZSC,D    +C,4Ef1G 1Su,refer gecveg
town,NLD,town,town,town,town,town
7e27,GEC,Wb,@NZSC,C,3W,refer gecveg
7e17,GEC,Sm+Mm,@NZSC,F,1Ss,refer gecveg
7e 1,BOP,Mo/Vo,126,F    +G,1Sh,N 6 m 1 m 6
8e 6,GEC,Sm+Mm,@NZSC,G,1Da1Ss,refer gecveg
7e 8,GEC,Ac,@NZSC,F    +E,1Ss1G 1Ef,refer gecveg
6e13,WKO,Gw+Ar,121d,F,1Sh1Ss,P 1 m 6 p 2
6e22,GEC,Mx+Ac,@NZSC,D,1Sh1G 1Ef,refer gecveg
7e 1,BOP,Mo/Vo,55bH,F,1Sh,P 1 m 8 m 6
4e 1,GEC,Mo/Mj,@NZSC,C    +B,0,refer gecveg
8e 6,GEC,Sm+Mm,@NZSC,G,1Da1Ss,refer gecveg
7e19,GEC,Ar+Mx,@NZSC,D    +E,3Ef1G 1Su,refer gecveg
2s 1,GEC,Al/Gr,@NZSC,A,1D,refer gecveg
6e 1,GEC,Mo/Sm,@NZSC,D,0,refer gecveg
6e 2,GEC,Mj,@NZSC,D    +C,1Sh,refer gecveg
6e 1,WKO,Mo/Vo,60 H,E    +D,0,M 1 m 7 p 2
7e18,GEC,(Mo)/Ac,@NZSC,D,2Ef1G,refer gecveg
6e 3,BOP,Mo/Vo,16aH,E,1Sh,P 1
4e 9,BOP,Mo/Vo,56c,C    +D,0,cN 5
6e13,GEC,Sm+(Al),@NZSC,D    +C,0,refer gecveg
3e 9,BOP,Mo/Vo,M,B    +C,0,N 6
6e10,GEC,Mj,@NZSC,E,0,refer gecveg
6e14,NLD,Us,TEK,C    +D,1Sh,P 1
6e23,GEC,(Mo)/Gw,@NZSC,D,1G,refer gecveg
7e 2,EBP,Gw,124a,F    +G,1Da,N3a N4a m 6
6e21,GEC,Mo/Ac+Mo/Gw,@NZSC,D    +C,1G 1Ef,refer gecveg
6e10,GEC,Mj,@NZSC,E    +D,2G 1Ss,refer gecveg
8e 6,GEC,Sm+Mm,@NZSC,G    +H,1Ss,refer gecveg
7e 8,GEC,Ar,@NZSC,F    +E,1Su1Ef1G,refer gecveg
8e 3,BOP,Mo/Vo,126,G,1Ss,cN 5
6e 5,WKO,(Mo)/Gw+Vo,KwH,E    +C,1Ss,P 1
2s 1,GEC,Al/Gr+Mo/Gr,@NZSC,A,0,refer gecveg
6e 1,WKO,(Mo)/Mb,63,D /E,1Sh,P 1
6s 5,TMU,Kt/Mo/Sm,RpH,D,0,M 6
6e 3,WKO,(Mo)/Gw,44eH,E    +D,1Ss,P 1 n 5
6e21,GEC,Mo/Ar+Mo/Gw,@NZSC,D,1Ss,refer gecveg
6e 2,EBP,Gw,52 H,E    +F,1Ss,M 6 m 4 n3a
2w 1,BOP,Tp,Onp,A,0,P 1
7e11,GEC,Gw,@NZSC,F,1Ss,refer gecveg
7e24,GEC,Ac,@NZSC,E    +F,2G 2Ef1Sb,refer gecveg
6e 2,GEC,Mj,@NZSC,D,1G 1Sh1Ef,refer gecveg
7e 5,BOP,Mo/Lp/Us,126,F,1Sh,cN 5
2s 1,BOP,Mo/Us,14a,B,0,P 1 l 2
4e 2,WKO,Mo,Pk,C    +D,0,P 1
8e 4,GEC,Ar,@NZSC,G    +F,2Da,refer gecveg
8e 4,GEC,Gw,@NZSC,H    +G,1Da1Sc,refer gecveg
6e25,SI,Gn,66 H,E    +C,1Sh,N3a n 4
6e21,GEC,(Mo)/Ac+(Mo)/Gw,@NZSC,D    +E,1G 1Ef1Ss,refer gecveg
6e13,GEC,Sm+Mm,@NZSC,E    +F,1Sh,refer gecveg
6e13,WKO,Gw,WnS,F    +E,1Ss1Sh,P 2 M 4 m 1
3e 3,WKO,Mo,Ot,B    +C,0,P 1 l 1
6e 1,GEC,Mo/Sm,@NZSC,D,0,refer gecveg
6e 3,WKO,Mm,WaH,E    +D,1Ss,P 1
6e21,GEC,Ac+Al+(Mo),@NZSC,B    +C,1G 1D,refer gecveg
6e 5,BOP,Mo/Vo,18 H,E,0,N 6
7e 8,GEC,Ac+Ar,@NZSC,E    +F,2G,refer gecveg
4e 1,WKO,Mo,58,C    +D,0,P 1
6e13,WKO,Gw,KwH,E    +F,1Da,N3a
6e17,GEC,Sb,@NZSC,F    +E,1Ss,refer gecveg
3w 3,GEC,Al,@NZSC,A /B,0,refer gecveg
3e 2,WKO,Mo,Rg,C    +B,0,P 1
7e18,GEC,Ac+Mx,@NZSC,D,3Ef1G,refer gecveg
6e 1,WKO,Mo/Vo,PeH,E,1Sh,P 1 m 6cn 5
6e 1,WKO,Mo/Gw,60eH,E    +D,1Ss,P 1cn 5
3w 1,WKO,Al,2,B',1Sb,P 1 h 2 n 8
6e22,GEC,Ac,@NZSC,E,1Ss,refer gecveg
7e 8,GEC,Ac+Mx,@NZSC,E    +F,1G 1Ef1Ss,refer gecveg
2s 1,WKO,Us,48,A,0,P 1 l 1
6e26,SI,Al,50,B,2Sh W,N 6 P 3
7e18,GEC,Ac,@NZSC,D    +C,2Ef1G,refer gecveg
4e 2,WKO,Mo,Ot,D    +C,0,P 1 l 1
4e 1,SHW,Lo/Us+Gr,77,C    +D,0,P 1
2s 1,WKO,Us,48,A    +B,0,P 1
6e24,TMU,Wb,Mz,E    +B,1W,P 2 p 6 h 1
7e18,GEC,Mx,@NZSC,D    +E,2G 2Ef,refer gecveg
6e 3,BOP,Mo/Vo,16aH,E    +F,1Ss,N 6 p 1 m 6
2s 1,BOP,Mo/Us,14a,B,0,P 1 l 2
town,WKO,town,town,town,town,town
7e 8,GEC,Ar,@NZSC,F    +E,1Ss1Sh1G,refer gecveg
6e 4,BOP,Mo/Us,16aH,D    +E,0,P 1
3w 1,BOP,Tp,107,A,0,P 1
6e13,GEC,Sm+Mm,@NZSC,E    +D,0,refer gecveg
6e12,WKO,(Mo)/Us,86 H,F    +E,1Ss1Sh,P 1
8e 4,GEC,Gw,@NZSC,G,2Da1Ss,refer gecveg
7e 8,GEC,Ac,@NZSC,E,2G 1Ss1Sh,refer gecveg
6e 2,WKO,Mo/Vo,RgH,E    +D,1Ss,P 1
6e10,WKO,(Mo)/Vo,KuH,D    +E,1Ss,P 1cn 5 m 1
8e 5,SI,Ar,PS,G    +F,2Sc Sh,M 4 m 6
2s 1,GEC,Lo/Gr+Al/Gr,@NZSC,A,0,refer gecveg
2s 1,BOP,Mo/Us,14a,B,0,P 1 L 2
7e 8,GEC,Ac,@NZSC,F    +E,1G 1Ss,refer gecveg
7e11,GEC,Gw,@NZSC,F,1Ss,refer gecveg
7e11,GEC,(Mo)/Gw,@NZSC,F    +E,1Ss,refer gecveg
6e21,GEC,(Mo)/Ac+(Mo)/Gw,@NZSC,D,1G 1Ef,refer gecveg
7s 1,SHW,Gr+Wb,1c,B    +C,1D 1G,P 2 m 2
6e13,GEC,Sm+Mm,@NZSC,E,1Sh,refer gecveg
4e 6,NLD,Ar'+Li,AP,C    +D,0,P 1 m 8 m 1
6e 4,GEC,(Mo)/Ac,@NZSC,C    +D,1Ef,refer gecveg
2s 3,SI,Al,18d,B,1Sb,P 1
2w 3,WKO,Us,98b,A,0,P 1 l 1
6e 6,WKO,Gw,44eH,E    +F,0,M 1 n3a
2s 3,GEC,Mo/Gr+Lo/Gr,@NZSC,A'   +B,0,refer gecveg
4e 9,NLD,Us,RL,C,2W,P 2
4s 6,SI,Al,40b,A,1W,P   m
7e19,GEC,Ac,@NZSC,E    +F,3Ef2G 1Su1Ss,refer gecveg
6e19,NLD,Ar,YKH,E,0,P 1 m 1 m 8
2w 3,WKO,Us,98b,A,0,P 1 n 8 l 1
7e24,GEC,Ac,@NZSC,F    +G,2G 1Rs1Ef,refer gecveg
4e 2,BOP,Mo/Us,16a,C,0,P 1
2w 3,WKO,Us,104a,A    +B,0,P 1
7e19,GEC,Ac,@NZSC,D    +E,3Ef2G 1Sb,refer gecveg
7e19,GEC,Ac,@NZSC,E,2G 1Su1Ef,refer gecveg
6e13,WKO,Gw,44eH,F,2Sh1Ss,P 1 p 2 m 1
8s 1,NLD,Vo,HAlS,F    +G,0,M 6
8e 9,GEC,Ac,@NZSC,G    +D,4Rs3G 3Sb,refer gecveg
2s 1,WKO,Us,48,B'   +A,0,P 1 l 1
7e21,SI,(Al)/St2,57e,E    +F,2G  Sh,P 4 p 3
6e11,BOP,Mo/Vo,55bH,E,0,cN 5
3e 3,WKO,Mo,83,C,0,P 1
7e10+3w 1,WKO,Us+Al,48,G    +B',1G 1Sb,P 2 n 8
6e13,GEC,Sm+Mm,@NZSC,E    +D,1Ss,refer gecveg
3e 2,BOP,Mo/Lp,14b,B,0,P 1
6e21,GEC,(Mo)/Gw,@NZSC,E    +C,1Ss1G 1Ef,refer gecveg
4e 1,WKO,Mo,57,C,0,P 1
7e17,GEC,Sm,@NZSC,G    +F,2Ss1G,refer gecveg
6e 6,BOP,Mo/Lp/Us,16aH,E    +F,0,cN 5
7e 8,GEC,Ar,@NZSC,F    +E,2Sb1Ef1G,refer gecveg
6e13,GEC,Sm+Mm,@NZSC,D    +E,1Sh1G,refer gecveg
3s 4,NLD,Wb+Al,WD,A,0,P 1
6e 1,GEC,(Mo)/Sm,@NZSC,D,0,refer gecveg
7e17,GEC,Sm,@NZSC,F    +G,1Ss,refer gecveg
4e 1,WKO,Mo,59,D    +C,0,P 1
7e 8,GEC,Ac+Ar,@NZSC,F,1G 1Ss,refer gecveg
3e 5,WKO,Us,We,C    +B,0,P 1
3e 1,WKO,Mo,PeR,C    +D,0,P 1 l 1
2s 1,WKO,Us,48,B    +A,0,P 1 l 1
4e10,TMU,Wb/Sm,Aw,A,0,P 1 p 2
6e22,GEC,Ac+Mj,@NZSC,E,2G 1Ss,refer gecveg
6e11,BOP,Mo/Vo,55bH,E,0,cN 5 p 2
7e 1,BOP,Mo/Vo,126,F,0,cN 5
6e 1,BOP,Mo/Vo,55bH,E    +F,1Sh,cN 5 m 4 m 8
2s 1,BOP,Mo/Vo,16,B,0,P 1 l 2
4e 1,GEC,Mo/Ac,@NZSC,C    +D,0,refer gecveg
7s 2,GEC,Li,@NZSC,G    +H,2Ss,refer gecveg
7e24,GEC,Ac+Mj,@NZSC,F    +G,3G 3Ss,refer gecveg
4e 1,WKO,Mo,PeR,D,0,P 1
2w 3,WKO,Us,pt48b,A    +B,0,P 1
3e 2,BOP,Mo/Vo,16,C,0,P 1 m 6
7e19,GEC,Ac,@NZSC,E    +D,1G,refer gecveg
6e 1,WKO,Mo/Vo,PeH,E    +F,1Es,P 1
6e 2,GEC,(Mo)/Mj,@NZSC,D    +E,1Ss,refer gecveg
3e 3,WKO,Mo,Ot,C,0,P 1
8e 1,SI,Ma,PkS,F,2Sc Sh,P 2 M 4
7e 6,WKO,Vo,KoS,F,1Ss,cN3a
6e13,GEC,Sm+Mm,@NZSC,E    +D,1Ss,refer gecveg
7e17,GEC,Sm+Mm,@NZSC,G,2Ss,refer gecveg
7e 1,BOP,Mo/Vo,16 H,F    +E,1Sh,P 2 m 6 n 6
6e13,GEC,Sm+Mm,@NZSC,D    +E,1Sh,refer gecveg
7e 1,EBP,Gw,124a,F,0,N3a N4a m 1
4e 1,WKO,Mo,Du,D    +C,0,P 1
6e13,GEC,Sm+Mm,@NZSC,E,0,refer gecveg
8e 9,GEC,Ac,@NZSC,E    +F,4G,refer gecveg
4e 1,WKO,Mo,58,C'   +D,0,P 1 l 1
2s 1,WKO,Us,48,A    +B,0,P 1 l 1
3s 2,GEC,Kt/Mo/Mm,@NZSC,B,0,refer gecveg
8e 4,GEC,Gw,@NZSC,G    +H,2Da1Ss,refer gecveg
2s 1,WKO,Us,48,B    +A,0,P 1 l 1
3e 5,WKO,Us,Ht,B    +C,0,P 1
6e 1,WKO,Mo/Gw,59a,D    +E,1Sh,P 1 m 1 n 8
4e 3,WKO,(Mo)/Gw',DG,D    +C,0,P 1
6e11,BOP,Mo/Vo,56c,E    +F,0,N3a
7e17,GEC,Sm+Mm,@NZSC,F    +G,2Ss2Sh1G,refer gecveg
7e24,GEC,Ac,@NZSC,E    +F,3G 1D,refer gecveg
4e15,BOP,Tp,Yp,B',0,P 2
6e 6,WKO,Gw,44eH,E    +F,1Es1Ss,P 2 p 1cn 5
6e 2,GEC,Mj,@NZSC,D    +C,0,refer gecveg
6e 9,WKO,(Mo)/Sb+Mb,Du,D,1Ef,P 1
6e11,BOP,Mo/Vo,55bH,E,0,cN 5
6e11,BOP,Mo/Vo,56c,D,0,cN 5
2s 1,GEC,Al,@NZSC,A    +B,0,refer gecveg
4e 1,WKO,Mo,59a,C    +D,0,P 1
2s 1,GEC,Lo/Gr+Al/Gr,@NZSC,A'   +C,1Sb,refer gecveg
6e10,WKO,(Mo)/Vo,OmH,E,1Ss,P 1 M 8 m 1
6e 1,WKO,Mo/Vo,59a,D    +E,1Sh,P 1
6e13,WKO,Gw,WnS,F,1Ss1Sh,P 2 m 4cn3a
6e10,GEC,Mj,@NZSC,D    +E,1Ss1G 1Ef,refer gecveg
6e 1,WKO,Mo/Gw,60eH,E    +D,1Sh,P 1
7e24,GEC,Ac,@NZSC,F    +E,2G 1Ef,refer gecveg
2s 1,BOP,Mo/Lp,14c,B,0,P 1
6e 3,BOP,Mo/Vo,16 H,E    +D,1Sh,cN 5 p 1
3e 2,BOP,Mo/Lp,14b,C    +B,0,P 1
3w 1,BOP,Tp,2,A,0,P 1 h 2
2e 3,WKO,Mo,57,B    +A,0,P 1 l 3
